1670616000,-3.7,3.2,18.7
1670702400,0.9,2.5,32.9
1670788800,-0.2,7.4,3.1
1670875200,-1.1,9.2,0
1670961600,-1.7,5.7,0
1671048000,0.6,6.5,0.3
1671134400,-0.3,9.2,0
1671220800,-0.4,3.6,0
1671307200,0.7,13.3,0.1
1671393600,-8.3,1.5,0
1671480000,-8.8,-5.2,0
